"(Intercept)",-16.919054648845
"cg00000108",0
"cg00000109",0
"cg00000165",0
"cg00000363",0
"cg00000734",0
"cg00000807",0
"cg00000884",0
"cg00000957",0
"cg00001245",0
"cg00001349",0
"cg00001364",0
"cg00001446",0
"cg00001534",0
"cg00001583",0
"cg00001593",0
"cg00001594",0
"cg00001747",0
"cg00001791",0
"cg00002028",0
"cg00002145",0
"cg00002426",0
"cg00002473",0
"cg00002490",0
"cg00002591",0
"cg00002593",0
"cg00002646",0
"cg00002719",0
"cg00002808",0
"cg00002810",0
"cg00002837",0
"cg00003014",0
"cg00003091",0
"cg00003173",0
"cg00003187",0
"cg00003202",0
"cg00003287",0
"cg00003345",0
"cg00003513",0
"cg00003529",0
"cg00003578",0
"cg00003858",0
"cg00003965",0
"cg00004067",0
"cg00004073",0
"cg00004082",0
"cg00004121",0
"cg00004207",0
"cg00004209",0
"cg00004257",0
"cg00004667",0
"cg00004700",0
"cg00004818",0
"cg00004859",0
"cg00005297",0
"cg00005817",0
"cg00005847",0
"cg00005849",0
"cg00006198",0
"cg00006243",0
"cg00006397",0
"cg00006459",0
"cg00006626",0
"cg00006948",0
"cg00007036",0
"cg00007221",0
"cg00007239",0
"cg00007426",0
"cg00007800",0
"cg00007898",0
"cg00008004",0
"cg00008036",0
"cg00008345",0
"cg00008446",0
"cg00008647",0
"cg00008665",0
"cg00008800",0
"cg00008810",0
"cg00008819",0
"cg00008823",0
"cg00008971",0
"cg00009038",0
"cg00009167",0
"cg00009292",0
"cg00009412",0
"cg00009421",0
"cg00009436",0
"cg00009523",0
"cg00009750",0
"cg00009834",0
"cg00009916",0
"cg00010078",0
"cg00010108",0
"cg00010654",0
"cg00010672",0
"cg00010742",0
"cg00010789",0
"cg00010932",0
"cg00010946",0
"cg00010947",0
"cg00010992",0
"cg00011203",0
"cg00011225",0
"cg00011239",0
"cg00011346",0
"cg00011460",0
"cg00011513",0
"cg00011717",0
"cg00011754",0
"cg00011856",0
"cg00012126",0
"cg00012203",0
"cg00012317",0
"cg00012362",0
"cg00012386",0
"cg00013301",0
"cg00013349",0
"cg00013369",0
"cg00013409",0
"cg00013475",0
"cg00013804",0
"cg00013899",0
"cg00014085",0
"cg00014112",0
"cg00014118",0
"cg00014168",0
"cg00014285",0
"cg00014301",0
"cg00014445",0
"cg00014900",0
"cg00014998",0
"cg00015058",0
"cg00015286",0
"cg00015603",0
"cg00015770",0
"cg00015930",0
"cg00016238",0
"cg00016324",0
"cg00016593",0
"cg00016783",0
"cg00016968",0
"cg00016996",0
"cg00017059",0
"cg00017157",0
"cg00017221",0
"cg00017437",0
"cg00017546",0
"cg00017826",0
"cg00017842",0
"cg00017970",0
"cg00018103",0
"cg00018128",0
"cg00018184",0
"cg00018198",0
"cg00018229",0
"cg00018524",0
"cg00018606",0
"cg00019082",0
"cg00019151",0
"cg00019301",0
"cg00019308",0
"cg00019458",0
"cg00019495",0
"cg00019759",0
"cg00019826",0
"cg00020052",0
"cg00020474",0
"cg00020622",0
"cg00020720",0
"cg00020991",0
"cg00021044",0
"cg00021123",0
"cg00021256",0
"cg00021275",0
"cg00021550",0
"cg00021576",0
"cg00021933",0
"cg00022054",0
"cg00022308",0
"cg00022642",0
"cg00022858",0
"cg00022966",0
"cg00023024",0
"cg00023132",0
"cg00023154",0
"cg00023288",0
"cg00023411",0
"cg00023492",0
"cg00023702",0
"cg00023726",0
"cg00024046",0
"cg00024192",0
"cg00024198",0
"cg00024471",0
"cg00024516",0
"cg00024812",0
"cg00024967",0
"cg00025155",0
"cg00025211",0
"cg00025331",0
"cg00025357",0
"cg00025626",0
"cg00025643",0
"cg00025647",0
"cg00025663",0
"cg00025680",0
"cg00025972",0
"cg00026075",0
"cg00026141",0
"cg00026222",0
"cg00026290",0
"cg00026457",0
"cg00026458",0
"cg00026546",0
"cg00026803",0
"cg00026909",0
"cg00026938",0
"cg00027081",0
"cg00027232",0
"cg00027466",0
"cg00027570",0
"cg00027637",0
"cg00028014",0
"cg00028022",0
"cg00028056",0
"cg00028135",0
"cg00028184",0
"cg00028211",0
"cg00028232",0
"cg00028336",0
"cg00028338",0
"cg00028507",0
"cg00028515",0
"cg00028678",0
"cg00028870",0
"cg00028935",0
"cg00029053",0
"cg00029282",0
"cg00029922",0
"cg00030047",0
"cg00030422",0
"cg00030466",0
"cg00030476",0
"cg00030501",0
"cg00030604",0
"cg00030816",0
"cg00031063",0
"cg00031277",0
"cg00031303",0
"cg00031456",0
"cg00031476",0
"cg00032643",0
"cg00032664",0
"cg00032686",0
"cg00032789",0
"cg00032805",0
"cg00032879",0
"cg00032884",0
"cg00033102",0
"cg00033127",0
"cg00033155",0
"cg00033165",0
"cg00033304",0
"cg00033516",0
"cg00033584",0
"cg00034101",0
"cg00034336",0
"cg00034376",0
"cg00034416",0
"cg00034433",0
"cg00034468",0
"cg00034556",0
"cg00034559",0
"cg00035000",0
"cg00035237",0
"cg00035249",0
"cg00035316",0
"cg00035812",0
"cg00035847",0
"cg00035889",0
"cg00035945",0
"cg00035969",0
"cg00036110",0
"cg00036263",0
"cg00036347",0
"cg00036369",0
"cg00036386",0
"cg00036570",0
"cg00036599",0
"cg00036664",0
"cg00036788",0
"cg00036871",0
"cg00037013",0
"cg00037056",0
"cg00037058",0
"cg00037072",0
"cg00037153",0
"cg00037388",0
"cg00037856",0
"cg00037940",0
"cg00038020",0
"cg00038131",0
"cg00038298",0
"cg00038342",0
"cg00038446",0
"cg00038665",0
"cg00038675",0
"cg00038877",0
"cg00039044",0
